stop_id,stop_name,stop_lat,stop_lon,stop_code,location_type,parent_station,stop_short_name
102196,Southbound Kaltasin at Seabroom,48.38370199511169,-123.689218000155,102196,0,,Southbound Kaltasin at Seabroom
102197,Northbound 2030 block Idlemore,48.384025995106,-123.69167299996501,102197,0,,Northbound 2030 block Idlemore
102198,Northbound Lochside at Captains,48.6367068872519,-123.40458454193102,102198,0,,Northbound Lochside at Captains
102199,Eastbound 9320 block Willingdon,48.6351659952494,-123.421315000525,102199,0,,Eastbound 9320 block Willingdon
102200,Southbound Lochside at Captains,48.6363529957727,-123.405150999491,102200,0,,Southbound Lochside at Captains
102201,Southbound West Saanich at McTavish,48.63014873153101,-123.45818799925,102201,0,,Southbound West Saanich at McTavish
102202,Westbound 9320 block Willingdon,48.6352839953785,-123.42142899983,102202,0,,Westbound 9320 block Willingdon
102203,Northbound Glenidle at Idlemore,48.3815819953716,-123.69211200068001,102203,0,,Northbound Glenidle at Idlemore
102204,Northbound Canora at Summergate,48.636272995895595,-123.41729999941,102204,0,,Northbound Canora at Summergate
102205,Southbound Lochside at Frost,48.6377979958972,-123.40377800042,102205,0,,Southbound Lochside at Frost
102206,Northbound 9190 block West Saanich,48.6316879959709,-123.45807299989,102206,0,,Northbound 9190 block West Saanich
102207,Northbound Lochside at Frost,48.6381203820037,-123.40322561746402,102207,0,,Northbound Lochside at Frost
102208,Southbound Canora at Summergate,48.6362889955929,-123.41750000052501,102208,0,,Southbound Canora at Summergate
102209,Southbound 6230 block Llanilar,48.3655272585472,-123.69031156407401,102209,0,,Southbound 6230 block Llanilar
102210,Southbound Llanilar at Hensbro,48.3631833961894,-123.68958477008101,102210,0,,Southbound Llanilar at Hensbro
102211,Legislature Terminus Bay A,48.418640995503495,-123.36894700052501,102211,0,,Legislature Terminus Bay A
102212,Eastbound Sooke at Lazzar,48.3877239952268,-123.69758300067201,102212,0,,Eastbound Sooke at Lazzar
102214,Westbound Sooke at Lazzar,48.3878889952409,-123.698725999347,102214,0,,Westbound Sooke at Lazzar
102216,Eastbound Milburn at Aloha,48.4169679958678,-123.47649599992602,102216,0,,Eastbound Milburn at Aloha
102217,Northbound Fifth at Weiler,48.6413242974215,-123.40024829054101,102217,0,,Northbound Fifth at Weiler
102218,Southbound Canora at Northbrook,48.6399899954434,-123.41765800018001,102218,0,,Southbound Canora at Northbrook
102219,Eastbound Sunriver at Driftwood,48.39541799541009,-123.718615999356,102219,0,,Eastbound Sunriver at Driftwood
102220,Northbound Canora at Norseman,48.6404699958243,-123.417254000373,102220,0,,Northbound Canora at Norseman
102221,Southbound 9550 block Fifth,48.641652995693,-123.40044500024301,102221,0,,Southbound 9550 block Fifth
102222,Northbound Epco at Weiler,48.6416729958215,-123.410747000266,102222,0,,Northbound Epco at Weiler
102223,Eastbound Weiler Ave W at Canora,48.64124999603659,-123.416465000447,102223,0,,Eastbound Weiler at Canora
102224,Southbound Epco at Weiler,48.641446995953395,-123.41095399933302,102224,0,,Southbound Epco at Weiler
102225,Westbound Weiler Ave W at Canora,48.641370995287694,-123.41644400044501,102225,0,,Westbound Weiler at Canora
102226,Westbound 1650 block Electra,48.6403773792058,-123.431765076401,102226,0,,Westbound 1650 block Electra
102227,Northbound Fifth at Ocean,48.643997995733,-123.40020500046201,102227,0,,Northbound Fifth at Ocean
102228,Southbound Fifth at Ocean,48.6439649957073,-123.400391999953,102228,0,,Southbound Fifth at Ocean
